belt,form,strike_kick_block,stance,tkda_video,mta_video
White,Ki-Bon,N/A,Ready Stance A,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Left Low Block,Left Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Right Punch Middle,Right Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Right Low Block,Right Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Left Punch Middle,Left Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Left Inner Forearm Block,Left Back Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Right Punch Middle,Right Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Left High Block,Left Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Right Reverse Punch (Ki Hap),Left Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Right Inner Forearm Block,Right Back Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Left Punch Middle,Left Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Right High Block,Right Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Left Reverse Punch (Ki Hap),Right Front Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Left Knife Hand Strike Middle,Sitting Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
White,Ki-Bon,Right Knife Hand Strike Middle,Sitting Stance,https://youtu.be/K6U0z4oUXRg?si=gYr7xYEJS1JgOpFB,media/ki_bon_white.mp4
Yellow,Dan-Gun,N/A,Ready Stance A,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Double Knife Hand Block,Left Back Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right Punch High,Right Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right Double Knife Hand Block,Right Back Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Punch High,Left Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Low Block,Left Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right Punch High,Right Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Punch High,Left Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right Punch High (Ki Hap),Right Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Square Block,Left Back Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right Punch High,Right Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right Square Block,Right Back Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Punch High,Left Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Low Block,Left Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left High Block,No Change,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right High Block,Right Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left High Block,Left Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right High Block (Ki Hap),Right Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Knife Hand Strike High,Left Back Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right Punch High,Right Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Right Knife Hand Strike High,Right Back Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Yellow,Dan-Gun,Left Punch High,Left Front Stance,https://youtu.be/3t_L3zKbulg?si=FxcfjPwzlicDYMZM,media/dan_gun_yellow.mp4
Orange,Do-San,N/A,Ready Stance A,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz7,media/do_san_orange.mp4
Orange,Do-San,Left Outer Forearm Block,Left Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz8,media/do_san_orange.mp4
Orange,Do-San,Right Reverse Punch Middle,No Change,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz9,media/do_san_orange.mp4
Orange,Do-San,Right Outer Forearm Block,Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz10,media/do_san_orange.mp4
Orange,Do-San,Left Reverse Punch,No Change,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz11,media/do_san_orange.mp4
Orange,Do-San,Left Double Knife Hand Block,Left Back Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz12,media/do_san_orange.mp4
Orange,Do-San,Right Spear Hand Middle (Ki Hap),Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz13,media/do_san_orange.mp4
Orange,Do-San,Left Back Fitst,Left Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz14,media/do_san_orange.mp4
Orange,Do-San,Right Back Fist,Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz15,media/do_san_orange.mp4
Orange,Do-San,Left Outer Forearm Block,Left Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz16,media/do_san_orange.mp4
Orange,Do-San,Right Reverse Punch,No Change,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz17,media/do_san_orange.mp4
Orange,Do-San,Right Outer Forearm Block,Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz18,media/do_san_orange.mp4
Orange,Do-San,Left Reverse Punch,No Change,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz19,media/do_san_orange.mp4
Orange,Do-San,Left High Block,Left Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz20,media/do_san_orange.mp4
Orange,Do-San,Right High Block,Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz21,media/do_san_orange.mp4
Orange,Do-San,Left Knife Hand Strike Middle,Sitting Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz22,media/do_san_orange.mp4
Orange,Do-San,Right Knife Hand Strike Middle (Ki Hap),Sitting Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz23,media/do_san_orange.mp4
Sr Orange,Do-San,N/A,Ready Stance A,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz24,media/do_san_orange.mp4
Sr Orange,Do-San,Left Outer Forearm Block,Left Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz25,media/do_san_orange.mp4
Sr Orange,Do-San,Right Reverse Punch Middle,No Change,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz26,media/do_san_orange.mp4
Sr Orange,Do-San,Right Outer Forearm Block,Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz27,media/do_san_orange.mp4
Sr Orange,Do-San,Left Reverse Punch,No Change,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz28,media/do_san_orange.mp4
Sr Orange,Do-San,Left Double Knife Hand Block,Left Back Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz29,media/do_san_orange.mp4
Sr Orange,Do-San,Right Spear Hand Middle (Ki Hap),Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz30,media/do_san_orange.mp4
Sr Orange,Do-San,Left Back Fitst,Left Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz31,media/do_san_orange.mp4
Sr Orange,Do-San,Right Back Fist,Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz32,media/do_san_orange.mp4
Sr Orange,Do-San,Left Outer Forearm Block,Left Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz33,media/do_san_orange.mp4
Sr Orange,Do-San,Right Reverse Punch,No Change,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz34,media/do_san_orange.mp4
Sr Orange,Do-San,Right Outer Forearm Block,Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz35,media/do_san_orange.mp4
Sr Orange,Do-San,Left Reverse Punch,No Change,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz36,media/do_san_orange.mp4
Sr Orange,Do-San,Left High Block,Left Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz37,media/do_san_orange.mp4
Sr Orange,Do-San,Right High Block,Right Front Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz38,media/do_san_orange.mp4
Sr Orange,Do-San,Left Knife Hand Strike Middle,Sitting Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz39,media/do_san_orange.mp4
Sr Orange,Do-San,Right Knife Hand Strike Middle (Ki Hap),Sitting Stance,https://youtu.be/mDTg__rSn9Q?si=mGxkSiHEhsb-saz40,media/do_san_orange.mp4
Green,Won-Hyo,N/A,Ready Stance B,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,media/won_hyo_green.mp4
Green,Won-Hyo,Left Square Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Reverse Outside Knifehand Strike High,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Punch Middle,Left Fixed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Square Block,Right Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Reverse Outside Knifehand Strike High,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Punch Middle,Right Fixed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Double Fist Block,Closed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Side Kick,N/A,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Double Knife Hand Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Double Knife Hand Block,Right Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Double Knife Hand Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Spearhand Middle (Ki-Hap),Right Front Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Square Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Reverse Outside Knifehand Strike High,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Punch Middle,Left Fixed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Square Block,Right Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Reverse Outside Knifehand Strike High,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Punch Middle,Right Fixed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Reverse Inner Forearm Block,Left Front Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Front Kick,N/A,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Reverse Punch Middle,Right Front Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Rverse Inner Forearm Blcok,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Front Kick,N/A,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Reverse Punch Middle,Left Front Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Side Kick (Ki-Hap),N/A,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Left Double Fist Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Green,Won-Hyo,Right Double Fist Block,Right Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,N/A,Ready Stance B,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Square Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Reverse Outside Knifehand Strike High,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Punch Middle,Left Fixed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Square Block,Right Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Reverse Outside Knifehand Strike High,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Punch Middle,Right Fixed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Double Fist Block,Closed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Side Kick,N/A,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Double Knife Hand Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Double Knife Hand Block,Right Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Double Knife Hand Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Spearhand Middle (Ki-Hap),Right Front Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Square Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Reverse Outside Knifehand Strike High,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Punch Middle,Left Fixed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Square Block,Right Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Reverse Outside Knifehand Strike High,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Punch Middle,Right Fixed Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Reverse Inner Forearm Block,Left Front Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Front Kick,N/A,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Reverse Punch Middle,Right Front Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Rverse Inner Forearm Blcok,No Change,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Front Kick,N/A,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Reverse Punch Middle,Left Front Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Side Kick (Ki-Hap),N/A,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Left Double Fist Block,Left Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Sr Green,Won-Hyo,Right Double Fist Block,Right Back Stance,https://youtu.be/gkXAnbPoFUI?si=zAZD7imGg1-Dj9RP,
Purple,Yul-Guk,N/A,Ready Stance A,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,media/yul_guk_purple.mp4
Purple,Yul-Guk,Left Punch Middle (Medium,Sitting Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Punch Middle (Medium),Sitting Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Inner Forearm Block,Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Front Kick,N/A,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Punch Middle,Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Reverse Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Inner Forearm Block,Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Front Kick,N/A,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Punch Middle,Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Reverse Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Hooking Block (Medium),Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Hooking Block (Medium),No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Hooking Block (Medium),Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Hooking Block (Medium),No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Punch Middle (Ki-Hap),Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Side Kick,N/A,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Reverse Horizontal Elbow Strike To Left Palm,Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Side Kick,N/A,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Reverse Horizontal Elbow Strike To Right Palm,Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Knifehand Square Block,Left Back Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Spearhand Middle,Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Knifehand Square Block,Right Back Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Spearhand Middle,Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Inner Forearm Block,Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Reverse Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Inner Forearm Block,Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Reverse Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Downward Backfist (Ki-Hap),Left X Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Right Double Inner Forearm Block,Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Purple,Yul-Guk,Left Double Inner Forearm Block,Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,N/A,Ready Stance A,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Left Punch Middle (Medium,Sitting Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Left Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Punch Middle (Medium),Sitting Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Left Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Inner Forearm Block,Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Left Front Kick,N/A,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Left Punch Middle,Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Reverse Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Left Inner Forearm Block,Left Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Front Kick,N/A,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Punch Middle,Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Left Reverse Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Hooking Block (Medium),Right Front Stance,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Left Hooking Block (Medium),No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
Sr Purple,Yul-Guk,Right Punch Middle,No Change,https://youtu.be/0Lzk6-Bbykk?si=E8IUznrWUQt211ni,
